"Name: SkuLevels"
"Date/Time: 2025-06-12 13:20:30"

Location,Part,Part Description,Dealer Net price (UCS16),Assortment Group (SC8),Production ROP,Production Stock Maximum,Optimized ROP,Optimized Stock Maximum ,Fixed ROP (Post-Optimization),Fixed Stock Maximum (Post-Optimization),End Date,Override Reason,Override Status,Comment,Demand 12 months (UCS19),On Hand New,Bin Location (UCS18),Production Status,Total Period Forecast,AssortmentId (UCPM2),Type of Phase Out (SC4),Effective Lead Time
70911,1100867,screw,44.41,D,-1,0,-1,0,,,,,,,0,1,1B06C03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1100867,screw,44.41,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,1102230,hexagon screw,53.79,D,-1,0,-1,0,,,,,,,0,2,1H10K01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1102231,hexagon screw,215.17,D,-1,0,-1,0,,,,,,,0,2,1L07D02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1102231,hexagon screw,215.17,D,-1,0,-1,0,,,,,,,0,3,001-15G,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1103293,washer,22.13,D,-1,0,-1,0,,,,,,,1,0,1E07C06,Promoted To Production,0.1667,"=""1000""",Planned,9.00
70913,1103293,washer,22.13,D,-1,0,-1,0,,,,,,,0,0,1L06D04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1103293,washer,22.13,D,-1,0,-1,0,,,,,,,0,11,001-13C,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1103293,washer,22.13,D,-1,0,-1,0,,,,,,,0,0,002-5A,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70966,1103385,bell crank,665.90,D,-1,0,-1,0,,,,,,,0,1,005-2C1,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,1104034,shim,83.43,D,-1,0,-1,0,,,,,,,0,1,1B03C01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1104034,shim,83.43,D,-1,0,-1,0,,,,,,,0,3,B03J010,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1104035,shim,83.43,D,-1,0,-1,0,,,,,,,0,2,1C04C03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1104035,shim,83.43,D,-1,0,-1,0,,,,,,,0,3,A06B019,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1104036,shim,107.04,D,-1,0,-1,0,,,,,,,0,3,C03B05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1104036,shim,107.04,D,-1,0,-1,0,,,,,,,0,0,010-4B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1104069,shim,41.99,D,1,2,1,2,,,,,,,6,6,1A04B11,Promoted To Production,0.4875,"=""1000""",Planned,9.00
70912,1104069,shim,41.99,C,2,4,2,4,,,,99 - Compulsory,Recommended,,13,3,B04C003,Promoted To Production,1.1165,"=""1000""",Planned,9.00
70913,1104069,shim,41.99,D,-1,0,-1,0,,,,,,,0,2,1K03D06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1104069,shim,41.99,D,-1,0,-1,0,,,,,,,1,0,004-4B,Promoted To Production,0.1162,"=""1000""",Planned,11.00
70911,1104070,shim,70.76,D,-1,0,-1,0,,,,,,,0,0,1F09C08,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1104070,shim,70.76,D,2,4,2,4,,,,,,,13,3,A06I004,Promoted To Production,1.1541,"=""1000""",Planned,9.00
70966,1104070,shim,70.76,D,-1,0,-1,0,,,,,,,2,0,004-1B,Promoted To Production,0.3333,"=""1000""",Planned,11.00
70911,1104071,shim,50.01,D,-1,0,-1,0,,,,,,,0,2,2A06C02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1104071,shim,50.01,D,2,3,2,3,,,,,,,5,7,B05G005,Promoted To Production,0.5343,"=""1000""",Planned,9.00
70966,1104071,shim,50.01,D,2,3,2,3,,,,,,,3,3,005-5E1,Promoted To Production,0.5000,"=""1000""",Planned,11.00
70965,1104212,nut,41.17,D,-1,0,-1,0,,,,,,,0,1,001-15A,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,1104386,clip nut,5.20,D,-1,0,-1,0,,,,,,,0,1,B04H013,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1104386,clip nut,5.20,D,-1,0,-1,0,,,,,,,0,1,008-4B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1104500,sealing ring,90.95,D,-1,0,-1,0,,,,,,,0,0,2A05C43,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1104545,brake shoe,"2,210.67",D,-1,0,-1,0,,,,,,,2,0,1G02H01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1104545,brake shoe,"2,210.67",D,-1,0,-1,0,,,,,,,0,0,1E07A01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1105776,roller bearing,804.50,D,-1,0,-1,0,,,,,,,0,0,1C09A04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1105776,roller bearing,804.50,D,-1,0,-1,0,,,,,,,1,1,C05H01,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70913,1105776,roller bearing,804.50,D,-1,0,-1,0,,,,,,,0,0,1F01C05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1105776,roller bearing,804.50,D,-1,0,-1,0,,,,,,,1,0,006-4C,Promoted To Production,0.0833,"=""1000""",Planned,7.00
70966,1105776,roller bearing,804.50,D,-1,0,-1,0,,,,,,,2,1,004-4E2,Promoted To Production,0.1700,"=""1000""",Planned,11.00
70966,1107096,O-ring,19.73,D,-1,0,-1,0,,,,,,,0,2,002-2A2,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,1107097,O-ring,12.79,D,2,4,2,4,,,,,,,25,8,1C03B04,Promoted To Production,1.0000,"=""1000""",Planned,9.00
70913,1107097,O-ring,12.79,D,4,6,4,6,,,,,,,24,9,1L12E02,Promoted To Production,1.8460,"=""1000""",Planned,9.00
70965,1107097,O-ring,12.79,D,2,4,2,4,,,,,,,14,5,001-12A,Promoted To Production,1.0000,"=""1000""",Planned,7.00
70966,1107097,O-ring,12.79,D,6,8,6,8,,,,,,,19,8,002-3D3,Promoted To Production,1.5890,"=""1000""",Planned,11.00
76169,1107097,O-ring,12.79,D,4,6,4,6,,,,,,,14,8,1D01G04,Promoted To Production,1.5171,"=""1000""",Planned,10.00
70965,1107653,sealing ring,63.27,D,-1,0,-1,0,,,,,,,0,1,001-10C,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1107981,retaining ring,15.43,D,-1,0,-1,0,,,,,,,0,4,2A06B04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1107981,retaining ring,15.43,D,-1,0,-1,0,,,,,,,0,5,1L10C05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1107981,retaining ring,15.43,D,-1,0,-1,0,,,,,,,0,4,009-3F,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,1108053,screw,36.05,D,6,8,6,8,,,,,,,38,9,B04B004,Promoted To Production,3.1538,"=""1000""",Planned,9.00
70913,1108053,screw,36.05,D,-1,0,-1,0,,,,,,,1,1,1H01C03,Promoted To Production,0.2000,"=""1000""",Planned,9.00
70965,1108053,screw,36.05,D,-1,0,-1,0,,,,,,,0,8,001-3C1,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1108053,screw,36.05,D,-1,0,-1,0,,,,,,,0,0,001-1B,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,1108488,hose,311.21,D,-1,0,-1,0,,,,,,,0,3,008-1E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,1108490,link,133.73,D,-1,0,-1,0,,,,,,,0,2,005-5E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,1109195,clip nut,7.27,D,-1,0,-1,0,,,,,,,0,0,008-6F,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1109266,union,72.00,D,-1,0,-1,0,,,,,,,0,1,2A05C54,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1109266,union,72.00,D,-1,0,-1,0,,,,,,,0,1,001-17F,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,1109288,gasket,154.57,D,-1,0,-1,0,,,,,,,0,0,1B02B08,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1109288,gasket,154.57,D,-1,0,-1,0,,,,,,,0,1,002-4E1,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,1109368,nut,310.03,D,-1,0,-1,0,,,,,,,0,0,1L11C02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1109585,spacing ring,64.04,D,-1,0,-1,0,,,,,,,0,1,2A08C14,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1109767,roller bearing,468.85,D,-1,0,-1,0,,,,,,,0,0,004-4C,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,1109869,sealing ring,35.49,D,-1,0,-1,0,,,,,,,0,1,1K02B02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1109870,shaft seal,114.35,D,-1,0,-1,0,,,,,,,0,0,003-5A,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,1110341,spacing sleeve,24.53,D,-1,0,-1,0,,,,,,,0,1,2A09C16,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1110341,spacing sleeve,24.53,D,-1,0,-1,0,,,,,,,0,1,A06F006,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1110342,spacing sleeve,40.28,D,-1,0,-1,0,,,,,,,0,1,1A05C03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1110903,holder,17.03,D,-1,0,-1,0,,,,,,,0,1,010-2E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,1111373,banjo screw,45.04,D,-1,0,-1,0,,,,,,,0,0,1B05F02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1111944,spring,427.59,D,-1,0,-1,0,,,,,,,0,0,1A03C02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1112499,jointing sleeve,75.86,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1112539,ball joint hous,133.69,D,-1,0,-1,0,,,,,,,0,1,2A07C05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1112539,ball joint hous,133.69,D,-1,0,-1,0,,,,,,,0,9,B04C019,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1112539,ball joint hous,133.69,D,-1,0,-1,0,,,,,,,0,5,1K05H02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1112539,ball joint hous,133.69,D,-1,0,-1,0,,,,,,,0,7,008-2B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1112539,ball joint hous,133.69,D,-1,0,-1,0,,,,,,,0,5,011-4E,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70912,1112540,latch clamp,12.25,D,-1,0,-1,0,,,,,,,0,4,C03B09,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1112540,latch clamp,12.25,D,-1,0,-1,0,,,,,,,0,8,1L09F06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1112541,seal,40.73,D,-1,0,-1,0,,,,,,,0,2,010-2F,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,1113036,washer,47.61,D,-1,0,-1,0,,,,,,,0,2,010-6B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,1113900,snap ring,102.54,D,-1,0,-1,0,,,,,,,0,0,1I02I04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1113900,snap ring,102.54,D,-1,0,-1,0,,,,,,,0,0,009-5D,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,1113910,spacing washer,822.62,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,1113913,shim,209.83,D,-1,0,-1,0,,,,,,,0,0,010-6B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,1113914,shim,210.16,D,-1,0,-1,0,,,,,,,0,0,010-6B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1113914,shim,210.16,D,-1,0,-1,0,,,,,,,0,0,004-3C,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,1114861,centre bolt,149.19,D,-1,0,-1,0,,,,,,,0,0,1G05G05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1115475,spacing ring,736.64,D,-1,0,-1,0,,,,,,,0,2,1F09B02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1115642,shim,15.91,D,-1,0,-1,0,,,,,,,0,0,1C02B01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1115642,shim,15.91,D,-1,0,-1,0,,,,,,,0,0,1L11D06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1115642,shim,15.91,D,-1,0,-1,0,,,,,,,0,0,010-4F,Promoted To Production,0.0000,"=""1000""",Planned,7.00
76169,1115642,shim,15.91,D,-1,0,-1,0,,,,,,,2,3,1D01D09,Promoted To Production,0.6667,"=""1000""",Planned,10.00
70911,1115757,bracket,792.19,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1115762,shaft,47.52,D,-1,0,-1,0,,,,,,,0,0,1A05C15,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1115762,shaft,47.52,D,-1,0,-1,0,,,,,,,0,1,1F01F03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1115769,screw,7.76,D,-1,0,-1,0,,,,,,,0,7,1L02C02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1115770,screw,11.51,D,-1,0,-1,0,,,,,,,0,1,2A05C04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1116362,buffer,35.15,D,-1,0,-1,0,,,,,,,0,2,1L02B02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1116475,cone,"1,428.74",D,-1,0,-1,0,,,,,,,0,0,1A05B24,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1116475,cone,"1,428.74",D,-1,0,-1,0,,,,,,,0,0,1F05E06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1116480,spacing sleeve,551.34,D,-1,0,-1,0,,,,,,,0,0,004-1D,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,1116481,retaining ring,112.42,D,1,2,1,2,,,,,,,4,3,1D07B10,Promoted To Production,0.3333,"=""1000""",Planned,9.00
70912,1116481,retaining ring,112.42,D,1,2,1,2,,,,,,,6,3,C04G04,Promoted To Production,0.3333,"=""1000""",Planned,9.00
70965,1116481,retaining ring,112.42,D,-1,0,-1,0,,,,,,,0,0,004-3B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1116481,retaining ring,112.42,D,-1,0,-1,0,,,,,,,1,0,004-4D,Promoted To Production,0.3333,"=""1000""",Planned,11.00
70966,1117253,charge regulat,755.86,D,-1,0,-1,0,,,,,,,0,0,006-1C,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,1117285,oil filter,56.86,D,-1,0,-1,0,,,,,,,1,0,3B01E02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1117327,sleeve,77.19,D,-1,0,-1,0,,,,,,,0,0,002-1C,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1117327,sleeve,77.19,D,-1,0,-1,0,,,,,,,0,0,002-3B,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70966,1117328,sleeve,93.53,D,-1,0,-1,0,,,,,,,0,0,002-4C,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,1118010,temp monitor,"1,612.11",D,-1,0,-1,0,,,,,,,0,0,1G02B05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1118030,int. ring gear,"3,291.59",D,-1,0,-1,0,,,,,,,0,0,1B07D02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1118030,int. ring gear,"3,291.59",D,0,1,0,1,,,,,,,3,1,1F02A04,Promoted To Production,0.1667,"=""1000""",Planned,9.00
70965,1118030,int. ring gear,"3,291.59",D,-1,0,-1,0,,,,,,,1,1,001-14B,Promoted To Production,0.0833,"=""1000""",Planned,7.00
70966,1118030,int. ring gear,"3,291.59",D,-1,0,-1,0,,,,,,,1,0,011-029,Promoted To Production,0.0833,"=""1000""",Planned,11.00
70966,1118376,shim,81.05,D,-1,0,-1,0,,,,,,,0,0,003-3E,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,1118446,thrust bearing,550.22,D,-1,0,-1,0,,,,,,,0,1,005-1C,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70913,1118849,hexagon screw,117.32,D,-1,0,-1,0,,,,,,,0,3,1K02D05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1119157,vib insulator,"2,228.82",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,1120294,spring,59.22,D,-1,0,-1,0,,,,,,,0,1,002-7G,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,1120866,needle bearing,346.82,D,-1,0,-1,0,,,,,,,0,1,B04B019,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1121627,plunger,168.91,D,-1,0,-1,0,,,,,,,1,9,1C09B04,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70912,1121627,plunger,168.91,D,-1,0,-1,0,,,,,,,0,1,B05B010,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1121627,plunger,168.91,D,4,6,4,6,,,,,,,15,14,1K05F03,Promoted To Production,1.4484,"=""1000""",Planned,9.00
70965,1121627,plunger,168.91,D,-1,0,-1,0,,,,,,,1,11,009-3B,Promoted To Production,0.0833,"=""1000""",Planned,7.00
70966,1121627,plunger,168.91,D,-1,0,-1,0,,,,,,,0,2,004-5A2,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,1121657,retaining ring,79.79,D,-1,0,-1,0,,,,,,,0,1,2A05C39,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1121742,snap ring,8.01,D,-1,0,-1,0,,,,,,,0,3,A03C008,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1121745,screw,108.42,D,-1,0,-1,0,,,,,,,0,4,B05I003,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1122002,flange nut,54.69,D,-1,0,-1,0,,,,,,,1,2,A06B004,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70913,1122280,wiper,76.47,D,-1,0,-1,0,,,,,,,0,1,1L11H06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1122620,gasket,35.48,D,-1,0,-1,0,,,,,,,0,1,1K05H04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1122928,screw,301.72,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1123306,O-ring,131.70,D,-1,0,-1,0,,,,,,,0,0,002-11E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,1123475,hose,255.17,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1123475,hose,255.17,D,-1,0,-1,0,,,,,,,0,0,011-019,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,1123479,hose,479.13,D,-1,0,-1,0,,,,,,,0,0,008-5G,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,120824,return spring,63.06,D,-1,0,-1,0,,,,,,,0,2,006-4E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,123419,sealing washer,50.01,D,-1,0,-1,0,,,,,,,0,2,2A03B08,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,123419,sealing washer,50.01,D,-1,0,-1,0,,,,,,,0,12,1K07F04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,123419,sealing washer,50.01,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,124444,screw plug,48.01,D,-1,0,-1,0,,,,,,,0,1,1E04G03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,125914,spring washer,14.22,D,-1,0,-1,0,,,,,,,0,5,2A03C04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,125914,spring washer,14.22,D,-1,0,-1,0,,,,,,,0,1,1E06H05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,126713,spacing tube,43.30,D,-1,0,-1,0,,,,,,,3,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,127394,spring washer,11.71,D,-1,0,-1,0,,,,,,,0,19,002-3B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,128680,bush,515.51,D,-1,0,-1,0,,,,,,,0,0,B03J04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,128680,bush,515.51,D,-1,0,-1,0,,,,,,,0,5,1H03F06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1300065,snap ring,60.99,D,-1,0,-1,0,,,,,,,0,3,2A02C15,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1300065,snap ring,60.99,D,-1,0,-1,0,,,,,,,0,1,1F03F01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1300065,snap ring,60.99,D,-1,0,-1,0,,,,,,,0,4,002-5B1,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,1300150,bracket,414.85,D,-1,0,-1,0,,,,,,,0,1,1F01C03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1300204,brake shoe,"3,170.68",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1300977,dust cover,44.40,D,4,6,4,6,,,,,,,18,8,1D07B08,Promoted To Production,2.0000,"=""1000""",Planned,9.00
70912,1300977,dust cover,44.40,D,6,10,6,10,,,,,,,41,7,B04D003,Promoted To Production,3.4615,"=""1000""",Planned,9.00
70913,1300977,dust cover,44.40,D,4,6,4,6,,,,,,,38,6,1K11E06,Promoted To Production,2.1667,"=""1000""",Planned,9.00
70965,1300977,dust cover,44.40,D,4,6,4,6,,,,,,,32,6,001-12B,Promoted To Production,2.6095,"=""1000""",Planned,7.00
70966,1300977,dust cover,44.40,D,12,18,12,18,,,,,,,85,14,003-4E1,Promoted To Production,7.5769,"=""1000""",Planned,11.00
76169,1300977,dust cover,44.40,D,2,4,2,4,,,,,,,9,6,1F01E05,Promoted To Production,0.4231,"=""1000""",Planned,10.00
70911,1301186,buffer,21.96,D,-1,0,-1,0,,,,,,,2,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1301186,buffer,21.96,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1301186,buffer,21.96,D,-1,0,-1,0,,,,,,,0,0,1K10B02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1301186,buffer,21.96,D,-1,0,-1,0,,,,,,,0,0,005-2C,Promoted To Production,0.0000,"=""1000""",Planned,7.00
76169,1301186,buffer,21.96,D,-1,0,-1,0,,,,,,,4,0,NOT BINNED,Promoted To Production,0.6667,"=""1000""",Planned,10.00
70913,1301658,bush,944.57,D,-1,0,-1,0,,,,,,,0,2,1B06G06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1301676,strainer,"1,102.11",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1301676,strainer,"1,102.11",D,-1,0,-1,0,,,,,,,0,0,002-13B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1301682,taper roll bear,565.15,D,-1,0,-1,0,,,,,,,0,0,1A01C05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1301682,taper roll bear,565.15,D,-1,0,-1,0,,,,,,,1,0,1D07B01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1301884,wiper,76.33,D,-1,0,-1,0,,,,,,,0,1,1L12E01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1302243,O-ring,133.83,D,-1,0,-1,0,,,,,,,0,18,A05H003,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1302243,O-ring,133.83,D,-1,0,-1,0,,,,,,,0,14,001-4E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1302243,O-ring,133.83,D,-1,0,-1,0,,,,,,,0,19,002-1E4,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,1302556,seal,45.37,D,-1,0,-1,0,,,,,,,0,0,2A04D08,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1302665,retaining ring,176.71,D,-1,0,-1,0,,,,,,,1,2,C05H01,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70913,1302665,retaining ring,176.71,D,-1,0,-1,0,,,,,,,2,0,1F12G01,Promoted To Production,0.2000,"=""1000""",Planned,9.00
70965,1302665,retaining ring,176.71,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1302731,spacing ring,251.09,D,-1,0,-1,0,,,,,,,3,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1302731,spacing ring,251.09,D,-1,0,-1,0,,,,,,,1,0,1L08E06,Promoted To Production,0.1667,"=""1000""",Planned,9.00
