"Name: SkuLevels"
"Date/Time: 2025-06-12 13:20:30"

Location,Part,Part Description,Dealer Net price (UCS16),Assortment Group (SC8),Production ROP,Production Stock Maximum,Optimized ROP,Optimized Stock Maximum ,Fixed ROP (Post-Optimization),Fixed Stock Maximum (Post-Optimization),End Date,Override Reason,Override Status,Comment,Demand 12 months (UCS19),On Hand New,Bin Location (UCS18),Production Status,Total Period Forecast,AssortmentId (UCPM2),Type of Phase Out (SC4),Effective Lead Time
70912,1879484,gasket,55.32,D,-1,0,-1,0,,,,,,,0,0,A04J010,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1879484,gasket,55.32,D,1,2,1,2,,,,,,,3,3,1L09E03,Promoted To Production,0.3475,"=""1000""",Planned,9.00
70965,1879484,gasket,55.32,D,-1,0,-1,0,,,,,,,0,0,001-8C,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1879484,gasket,55.32,D,-1,0,-1,0,,,,,,,0,0,003-1E,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,1879504,straight union,95.35,D,0,2,0,2,,,,,,,10,2,1B02C02,Promoted To Production,0.8106,"=""1000""",Planned,9.00
70912,1879504,straight union,95.35,D,0,2,0,2,,,,,,,16,4,B04E005,Promoted To Production,1.0000,"=""1000""",Planned,9.00
70913,1879504,straight union,95.35,D,3,6,3,6,,,,,,,22,4,1L12F04,Promoted To Production,2.0120,"=""1000""",Planned,9.00
70965,1879504,straight union,95.35,D,1,2,1,2,,,,,,,6,2,001-17B,Promoted To Production,0.4936,"=""1000""",Planned,7.00
70966,1879504,straight union,95.35,D,0,2,0,2,,,,,,,6,4,004-5A6,Promoted To Production,0.5325,"=""1000""",Planned,11.00
76169,1879504,straight union,95.35,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70911,1879540,joint cross,"1,060.85",D,0,2,0,2,,,,,,,19,2,1C07D01,Promoted To Production,1.4487,"=""1000""",Planned,9.00
70912,1879540,joint cross,"1,060.85",D,0,2,0,2,,,,,,,12,2,D06G01,Promoted To Production,1.0298,"=""1000""",Planned,9.00
70913,1879540,joint cross,"1,060.85",D,0,1,0,1,,,,,,,5,2,1C01D01,Promoted To Production,0.4541,"=""1000""",Planned,9.00
70965,1879540,joint cross,"1,060.85",D,0,2,0,2,,,,,,,32,7,005-6A,Promoted To Production,2.1538,"=""1000""",Planned,7.00
70966,1879540,joint cross,"1,060.85",D,0,2,0,2,,,,,,,23,4,011-030,Promoted To Production,1.8882,"=""1000""",Planned,11.00
76169,1879540,joint cross,"1,060.85",D,2,4,2,4,,,,,,,34,4,1I01E01,Promoted To Production,2.1884,"=""1000""",Planned,10.00
70911,1879541,joint cross,"1,028.66",D,-1,0,-1,0,,,,,,,2,2,1C07D06,Promoted To Production,0.1625,"=""1000""",Planned,9.00
70912,1879541,joint cross,"1,028.66",D,-1,0,-1,0,,,,,,,2,1,D04F01,Promoted To Production,0.1700,"=""1000""",Planned,9.00
70913,1879541,joint cross,"1,028.66",D,-1,0,-1,0,,,,,,,0,3,1C06E01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1879541,joint cross,"1,028.66",D,0,2,0,2,,,,,,,5,9,003-3B,Promoted To Production,0.4620,"=""1000""",Planned,7.00
70966,1879541,joint cross,"1,028.66",D,0,1,0,1,,,,,,,4,3,011-030,Promoted To Production,0.4600,"=""1000""",Planned,11.00
76169,1879541,joint cross,"1,028.66",D,0,1,0,1,,,,,,,3,1,1H01B03,Promoted To Production,0.3205,"=""1000""",Planned,10.00
70965,1879635,fuel tank,"6,180.70",D,-1,0,-1,0,,,,,,,0,0,21-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1879635,fuel tank,"6,180.70",D,-1,0,-1,0,,,,,,,0,0,013-000,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70912,1879638,fuel tank,"8,186.15",D,-1,0,-1,0,,,,,,,0,0,PISO 03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1879638,fuel tank,"8,186.15",D,-1,0,-1,0,,,,,,,0,0,21-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1879638,fuel tank,"8,186.15",D,-1,0,-1,0,,,,,,,0,0,013-000,Promoted To Production,0.0000,"=""1000""",Planned,11.00
76169,1879798,decor strip,205.42,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.2000,"=""1000""",Planned,10.00
70965,1879801,decor strip,221.58,D,-1,0,-1,0,,,,,,,0,0,005-1E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1880061,seal,84.00,D,-1,0,-1,0,,,,,,,0,0,011-023,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,1880286,lock,"1,003.22",D,-1,0,-1,0,,,,,,,0,0,1A09C17,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1880365,mudguard clasp,386.40,D,-1,0,-1,0,,,,,,,0,0,2A01C05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1880365,mudguard clasp,386.40,D,-1,0,-1,0,,,,,,,1,0,B05I02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1880365,mudguard clasp,386.40,D,-1,0,-1,0,,,,,,,0,0,1F05G01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1880365,mudguard clasp,386.40,D,1,2,1,2,,,,,,,4,2,010-2B,Promoted To Production,0.3650,"=""1000""",Planned,7.00
70966,1880365,mudguard clasp,386.40,D,-1,0,-1,0,,,,,,,1,0,011-024,Promoted To Production,0.3333,"=""1000""",Planned,11.00
70911,1880379,bush,64.56,D,-1,0,-1,0,,,,,,,0,0,1A04B19,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1880379,bush,64.56,D,2,3,2,3,,,,,,,8,4,C04J05,Promoted To Production,0.7333,"=""1000""",Planned,9.00
70913,1880379,bush,64.56,D,-1,0,-1,0,,,,,,,4,2,1H03K03,Promoted To Production,0.3333,"=""1000""",Planned,9.00
70965,1880379,bush,64.56,D,4,8,4,8,,,,,,,26,16,008-1E,Promoted To Production,2.4875,"=""1000""",Planned,7.00
70966,1880379,bush,64.56,D,8,12,8,12,,,,,,,24,14,005-4C6,Promoted To Production,2.6129,"=""1000""",Planned,11.00
76169,1880379,bush,64.56,D,-1,0,-1,0,,,,,,,0,2,1C01E01,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70966,1880737,mesh,910.35,D,-1,0,-1,0,,,,,,,0,0,011-022,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70966,1880754,rocker cover,943.84,D,-1,0,-1,0,,,,,,,1,0,004-1D,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70913,1881260,pressure sensor,"1,435.41",D,-1,0,-1,0,,,,,,,0,0,1E07B01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1881330,temp sensor,794.86,D,-1,0,-1,0,,,,,,,0,0,1F10B03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1881330,temp sensor,794.86,D,-1,0,-1,0,,,,,,,0,0,1C03E06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1881330,temp sensor,794.86,D,-1,0,-1,0,,,,,,,0,0,012-1D,Promoted To Production,0.0000,"=""1000""",Planned,11.00
76169,1881330,temp sensor,794.86,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70911,1881331,temp sensor,628.98,D,-1,0,-1,0,,,,,,,0,0,1D08B06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1881331,temp sensor,628.98,D,-1,0,-1,0,,,,,,,0,0,002-5C,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1881331,temp sensor,628.98,D,-1,0,-1,0,,,,,,,0,0,012-1E,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,1881398,gasket,133.19,D,-1,0,-1,0,,,,,,,0,0,003-3G,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1881398,gasket,133.19,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,1881591,switch,928.89,D,-1,0,-1,0,,,,,,,0,0,009-1B,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1881591,switch,928.89,D,-1,0,-1,0,,,,,,,0,0,006-4A,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70912,1881593,switch,705.50,D,-1,0,-1,0,,,,,,,0,0,1I02F07,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1881593,switch,705.50,D,-1,0,-1,0,,,,,,,0,0,009-3E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1881593,switch,705.50,D,-1,0,-1,0,,,,,,,0,0,006-4B,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,1881807,frame,698.00,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1881807,frame,698.00,D,-1,0,-1,0,,,,,,,1,0,007-1D,Promoted To Production,0.1667,"=""1000""",Planned,11.00
70965,1881808,frame,559.43,D,-1,0,-1,0,,,,,,,0,1,28-6C,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1881808,frame,559.43,D,-1,0,-1,0,,,,,,,1,0,007-1D,Promoted To Production,0.1667,"=""1000""",Planned,11.00
70911,1881850,gasket kit,"1,028.54",D,-1,0,-1,0,,,,,,,0,0,1B08C06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1881850,gasket kit,"1,028.54",D,-1,0,-1,0,,,,,,,0,0,1I05D01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1881850,gasket kit,"1,028.54",D,0,1,0,1,,,,,,,5,1,002-5C,Promoted To Production,0.4490,"=""1000""",Planned,7.00
70966,1881850,gasket kit,"1,028.54",D,-1,0,-1,0,,,,,,,1,0,003-4B,Promoted To Production,0.2000,"=""1000""",Planned,11.00
76169,1881850,gasket kit,"1,028.54",D,0,1,0,1,,,,,,,3,1,NOT BINNED,Promoted To Production,0.3333,"=""1000""",Planned,10.00
70911,1882112,hand contr unit,"2,745.44",D,-1,0,-1,0,,,,,,,0,0,1G02C04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1882114,hand contr unit,"3,104.09",D,-1,0,-1,0,,,,,,,0,0,D05A01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1882576,filter kit,250.03,D,6,12,6,12,,,,,,,93,8,1A02C01,Promoted To Production,8.5000,"=""1000""",Planned,9.00
70912,1882576,filter kit,250.03,D,8,16,8,16,,,,,,,130,14,A02D02,Promoted To Production,9.6989,"=""1000""",Planned,9.00
70913,1882576,filter kit,250.03,D,6,12,6,12,,,,,,,88,18,4A02B04,Promoted To Production,6.6923,"=""1000""",Planned,9.00
70965,1882576,filter kit,250.03,D,10,20,10,20,,,,,,,191,30,002-2C,Promoted To Production,13.8205,"=""1000""",Planned,7.00
70966,1882576,filter kit,250.03,D,14,24,14,24,,,,,,,178,21,001-000,Promoted To Production,12.5641,"=""1000""",Planned,11.00
76169,1882576,filter kit,250.03,D,8,12,8,12,,,,,,,63,10,1M01C05,Promoted To Production,5.8333,"=""1000""",Planned,10.00
70912,1883001,cap,31.50,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1883001,cap,31.50,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70913,1883350,coupling cone,"1,687.02",D,-1,0,-1,0,,,,,,,2,0,1L09H04,Promoted To Production,0.0000,"=""1000""",Discontinued,9.00
70913,1883363,latch cone,373.90,D,-1,0,-1,0,,,,,,,4,0,1H09K01,Promoted To Production,0.0000,"=""1000""",Discontinued,9.00
70911,1883378,boot,412.50,D,-1,0,-1,0,,,,,,,0,0,2A02B24,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1883378,boot,412.50,D,-1,0,-1,0,,,,,,,1,0,1H12E06,Promoted To Production,0.2000,"=""1000""",Planned,9.00
70965,1883378,boot,412.50,D,-1,0,-1,0,,,,,,,0,0,010-6E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,1883478,spring,41.10,D,-1,0,-1,0,,,,,,,0,2,008-4D,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,1883637,headlamp clean,694.37,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70912,1883638,headlamp clean,675.96,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1883638,headlamp clean,675.96,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,1883731,mounting panel,442.36,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1884080,p. brake valve,"4,119.95",D,-1,0,-1,0,,,,,,,0,1,1F11C01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1884225,pump,"10,238.30",D,-1,0,-1,0,,,,,,,1,1,1B10D05,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70912,1884225,pump,"10,238.30",D,-1,0,-1,0,,,,,,,0,1,D02D02,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1884225,pump,"10,238.30",D,0,1,0,1,,,,,,,7,2,1D02D02,Promoted To Production,0.6098,"=""1000""",Planned,9.00
70965,1884225,pump,"10,238.30",D,0,1,0,1,,,,,,,3,1,001-16C,Promoted To Production,0.3175,"=""1000""",Planned,7.00
70966,1884225,pump,"10,238.30",D,0,1,0,1,,,,,,,3,3,011-037,Promoted To Production,0.2705,"=""1000""",Planned,11.00
76169,1884225,pump,"10,238.30",D,-1,0,-1,0,,,,,,,2,0,5A01E01,Promoted To Production,0.1667,"=""1000""",Planned,10.00
70912,1884245,air pipe,785.06,D,-1,0,-1,0,,,,,,,0,0,D06H01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1884245,air pipe,785.06,D,-1,0,-1,0,,,,,,,0,0,009-1G,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70965,1884393,gas spring,579.97,D,-1,0,-1,0,,,,,,,0,0,005-2G,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1884393,gas spring,579.97,D,-1,0,-1,0,,,,,,,0,0,011-022,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,1884914,bumper cover,"1,433.93",D,-1,0,-1,0,,,,,,,0,0,24-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1884914,bumper cover,"1,433.93",D,-1,0,-1,0,,,,,,,0,0,011-012,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,1884915,bumper cover,"1,433.93",D,-1,0,-1,0,,,,,,,0,0,1G04A06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1884915,bumper cover,"1,433.93",D,-1,0,-1,0,,,,,,,0,0,24-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1884915,bumper cover,"1,433.93",D,-1,0,-1,0,,,,,,,0,0,011-012,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70912,1885165,loudspeaker,756.18,D,-1,0,-1,0,,,,,,,0,1,D06B01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1885165,loudspeaker,756.18,D,-1,0,-1,0,,,,,,,0,1,1E05A01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1885165,loudspeaker,756.18,D,-1,0,-1,0,,,,,,,0,1,11-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
76169,1885165,loudspeaker,756.18,D,-1,0,-1,0,,,,,,,0,0,1A07B02,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70912,1885166,loudspeaker,756.18,D,-1,0,-1,0,,,,,,,0,0,D06A01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1885166,loudspeaker,756.18,D,-1,0,-1,0,,,,,,,0,0,11-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
76169,1885166,loudspeaker,756.18,D,-1,0,-1,0,,,,,,,0,0,1A08C04,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70966,1885223,bumper bracket,"4,172.50",D,-1,0,-1,0,,,,,,,1,0,011-048,Promoted To Production,0.1667,"=""1000""",Planned,11.00
70911,1885464,guide rail,590.00,D,-1,0,-1,0,,,,,,,1,0,2E06B01,Promoted To Production,0.0000,"=""1000""",Discontinued,9.00
70913,1885464,guide rail,590.00,D,-1,0,-1,0,,,,,,,0,0,ARMAZ28,Promoted To Production,0.0000,"=""1000""",Discontinued,9.00
70966,1885464,guide rail,590.00,D,-1,0,-1,0,,,,,,,0,0,011-009,Promoted To Production,0.0000,"=""1000""",Discontinued,11.00
70965,1885465,guide rail,561.17,D,-1,0,-1,0,,,,,,,0,0,26-000,Promoted To Production,0.0000,"=""1000""",Discontinued,7.00
70913,1885583,sticker,25.94,D,-1,0,-1,0,,,,,,,0,1,1H09D05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1885723,pushrod,235.61,D,-1,0,-1,0,,,,,,,0,0,1B10B04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1885723,pushrod,235.61,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1885723,pushrod,235.61,D,-1,0,-1,0,,,,,,,6,0,005-3A3,Promoted To Production,1.0000,"=""1000""",Planned,11.00
70911,1885869,gasket,120.71,D,1,2,1,2,,,,,,,3,3,1C09D03,Promoted To Production,0.2450,"=""1000""",Planned,9.00
70912,1885869,gasket,120.71,D,1,2,1,2,,,,,,,4,2,A05H004,Promoted To Production,0.3143,"=""1000""",Planned,9.00
70913,1885869,gasket,120.71,D,2,3,2,3,,,,,,,9,5,1L10D04,Promoted To Production,0.9103,"=""1000""",Planned,9.00
70965,1885869,gasket,120.71,D,3,4,3,4,,,,,,,24,5,001-6D,Promoted To Production,1.8863,"=""1000""",Planned,7.00
70966,1885869,gasket,120.71,D,2,4,2,4,,,,,,,13,8,003-2E5,Promoted To Production,1.0629,"=""1000""",Planned,11.00
76169,1885869,gasket,120.71,D,-1,0,-1,0,,,,,,,0,2,1J01C05,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70911,1885940,grille,"6,091.68",D,-1,0,-1,0,,,,,,,1,0,2F05C01,Promoted To Production,0.1667,"=""1000""",Planned,9.00
70912,1885940,grille,"6,091.68",D,-1,0,-1,0,,,,,,,0,0,PISO 03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1885940,grille,"6,091.68",D,-1,0,-1,0,,,,,,,0,0,21-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1885940,grille,"6,091.68",D,0,1,0,1,,,,,,,3,1,011-060,Promoted To Production,0.2750,"=""1000""",Planned,11.00
70913,1886172,pipe assembly,"2,369.54",D,-1,0,-1,0,,,,,,,0,0,1D05E01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1886246,rep kit,786.23,D,-1,0,-1,0,,,,,,,0,2,1B11C05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1886246,rep kit,786.23,D,-1,0,-1,0,,,,,,,0,0,1H01A01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1886246,rep kit,786.23,D,-1,0,-1,0,,,,,,,0,4,005-2A2,Promoted To Production,0.0000,"=""1000""",Planned,11.00
76169,1886246,rep kit,786.23,D,-1,0,-1,0,,,,,,,0,10,1K01B01,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70911,1886247,rep kit,620.29,D,-1,0,-1,0,,,,,,,0,2,1B11A06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1886247,rep kit,620.29,D,-1,0,-1,0,,,,,,,0,3,D06I01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1886268,seal,20.16,D,-1,0,-1,0,,,,,,,0,0,1E01C05,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1886594,seal,64.08,D,2,3,2,3,,,,,,,9,4,1B07C05,Promoted To Production,0.8173,"=""1000""",Planned,9.00
70912,1886594,seal,64.08,D,2,3,2,3,,,,,,,7,3,A03H009,Promoted To Production,0.6262,"=""1000""",Planned,9.00
70913,1886594,seal,64.08,D,2,4,2,4,,,,,,,9,11,1D06H03,Promoted To Production,0.7971,"=""1000""",Planned,9.00
70965,1886594,seal,64.08,D,2,4,2,4,,,,,,,21,8,001-8C,Promoted To Production,1.1538,"=""1000""",Planned,7.00
70966,1886594,seal,64.08,D,4,6,4,6,,,,,,,17,7,003-1C6,Promoted To Production,1.2319,"=""1000""",Planned,11.00
76169,1886594,seal,64.08,D,1,2,1,2,,,,,,,3,5,1E01B07,Promoted To Production,0.2472,"=""1000""",Planned,10.00
70913,1886663,gasket,312.71,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1886714,lock nut,77.80,D,-1,0,-1,0,,,,,,,0,0,1G05B03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1886714,lock nut,77.80,D,-1,0,-1,0,,,,,,,0,0,1B05K10,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1886714,lock nut,77.80,D,-1,0,-1,0,,,,,,,0,0,1L01G04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1886819,hose,229.97,D,-1,0,-1,0,,,,,,,1,0,1D03B16,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70912,1886819,hose,229.97,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70913,1886819,hose,229.97,D,-1,0,-1,0,,,,,,,1,0,1L02D03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1886819,hose,229.97,D,-1,0,-1,0,,,,,,,1,2,008-1C,Promoted To Production,0.0833,"=""1000""",Planned,7.00
70966,1886819,hose,229.97,D,-1,0,-1,0,,,,,,,1,0,008-1E,Promoted To Production,0.1667,"=""1000""",Planned,11.00
70911,1887056,intake valve,398.22,D,-1,0,-1,0,,,,,,,0,4,1C08A01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1887056,intake valve,398.22,D,-1,0,-1,0,,,,,,,0,4,D06E01,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70913,1887056,intake valve,398.22,D,-1,0,-1,0,,,,,,,0,0,1K11D06,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1887056,intake valve,398.22,D,-1,0,-1,0,,,,,,,0,1,004-5D,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1887056,intake valve,398.22,D,-1,0,-1,0,,,,,,,0,0,005-1D,Promoted To Production,0.0000,"=""1000""",Planned,11.00
76169,1887056,intake valve,398.22,D,-1,0,-1,0,,,,,,,0,0,3G01C12,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70911,1887062,hose assembly,"1,904.93",D,-1,0,-1,0,,,,,,,0,0,1C11A03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70966,1887103,bracket,"1,601.70",D,-1,0,-1,0,,,,,,,0,0,011-024,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70911,1887123,T-union,457.28,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Promoted To Production,0.3333,"=""1000""",Planned,9.00
70965,1887123,T-union,457.28,D,-1,0,-1,0,,,,,,,0,0,001-17E,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1887739,screw,38.89,D,-1,0,-1,0,,,,,,,0,0,1B09B11,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1887739,screw,38.89,D,-1,0,-1,0,,,,,,,1,2,B06C009,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70913,1887739,screw,38.89,D,-1,0,-1,0,,,,,,,1,0,1F06C04,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70965,1887739,screw,38.89,D,-1,0,-1,0,,,,,,,2,1,005-5D,Promoted To Production,0.1833,"=""1000""",Planned,7.00
70966,1887739,screw,38.89,D,-1,0,-1,0,,,,,,,1,1,001-5E,Promoted To Production,0.0000,"=""1000""",Planned,11.00
76169,1887739,screw,38.89,D,-1,0,-1,0,,,,,,,0,0,3B02D13,Promoted To Production,0.0000,"=""1000""",Planned,10.00
70965,1887926,cable h,84.51,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1887931,cable h,362.66,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1887936,cable h,121.67,D,-1,0,-1,0,,,,,,,0,1,1F10C03,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70911,1888075,speed sensor,500.64,D,-1,0,-1,0,,,,,,,2,1,1B02B01,Promoted To Production,0.1833,"=""1000""",Planned,9.00
70912,1888075,speed sensor,500.64,D,0,1,0,1,,,,,,,6,1,A04B010,Promoted To Production,0.5901,"=""1000""",Planned,9.00
70913,1888075,speed sensor,500.64,D,-1,0,-1,0,,,,,,,1,1,1L10H02,Promoted To Production,0.0833,"=""1000""",Planned,9.00
70965,1888075,speed sensor,500.64,D,0,1,0,1,,,,,,,4,1,002-1B,Promoted To Production,0.4100,"=""1000""",Planned,7.00
70966,1888075,speed sensor,500.64,D,0,1,0,1,,,,,,,3,2,006-1D7,Promoted To Production,0.3205,"=""1000""",Planned,11.00
70912,1888097,hose,420.45,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1888121,hose,577.26,D,-1,0,-1,0,,,,,,,0,1,A05H001,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1888167,hose,336.12,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70912,1888200,press screw,30.55,D,-1,0,-1,0,,,,,,,0,0,1H03B04,Promoted To Production,0.0000,"=""1000""",Planned,9.00
70965,1888430,air bellows,"7,589.55",D,-1,0,-1,0,,,,,,,0,1,24-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70911,1888468,poly-V-belt,554.88,D,-1,0,-1,0,,,,,,,2,0,1F02B05,Promoted To Production,0.1667,"=""1000""",Planned,9.00
70912,1888468,poly-V-belt,554.88,D,-1,0,-1,0,,,,,,,1,2,D05F01,Promoted To Production,0.2000,"=""1000""",Planned,9.00
70913,1888468,poly-V-belt,554.88,D,1,2,1,2,,,,,,,8,2,1E06D03,Promoted To Production,0.6667,"=""1000""",Planned,9.00
70966,1888468,poly-V-belt,554.88,D,-1,0,-1,0,,,,,,,0,0,009-2A,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70966,1888582,mudguard,"1,622.51",D,-1,0,-1,0,,,,,,,0,0,013-000,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70966,1888583,mudguard,"1,309.94",D,-1,0,-1,0,,,,,,,0,0,013-000,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70966,1888825,sticker,48.18,D,-1,0,-1,0,,,,,,,0,7,010-3D,Promoted To Production,0.0000,"=""1000""",Planned,11.00
70965,1888967,air duct,"1,782.59",D,-1,0,-1,0,,,,,,,0,1,23-000,Promoted To Production,0.0000,"=""1000""",Planned,7.00
70966,1888967,air duct,"1,782.59",D,-1,0,-1,0,,,,,,,0,1,016-000,Promoted To Production,0.0000,"=""1000""",Planned,11.00
