"Name: SkuLevels"
"Date/Time: 2025-06-04 13:45:27"

Location,Part,Part Description,Dealer Net price (UCS16),Assortment Group (SC8),Production ROP,Production Stock Maximum,Optimized ROP,Optimized Stock Maximum ,Fixed ROP (Post-Optimization),Fixed Stock Maximum (Post-Optimization),End Date,Override Reason,Override Status,Comment,Demand 12 months (UCS19),On Hand New,Bin Location (UCS18),Production Status,Total Period Forecast,AssortmentId (UCPM2),Type of Phase Out (SC4),Effective Lead Time
70913,1854147,ball pin,189.78,D,-1,0,-1,0,,,,,,,0,0,1E09E04,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1854227,step structure,"2,008.01",D,-1,0,-1,0,,,,,,,0,0,AMZ-25,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1854537,shock absorber,"1,216.81",D,0,1,0,1,,,,,,,6,3,1G12L01,Auto Approved,0.5000,"=""1000""",Planned,9.00
70913,1854825,flange pipe,483.05,D,-1,0,-1,0,,,,,,,0,0,1B10B01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1854995,casing,222.84,D,-1,0,-1,0,,,,,,,0,1,1K11D01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1855166,flange screw,35.72,D,-1,0,-1,0,,,,,,,0,0,1D07E01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1855170,set screw,7.26,D,-1,0,-1,0,,,,,,,0,4,1L03F02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1855518,radiator,"5,460.98",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1855784,cylinder,265.92,D,0,2,-1,0,,,,,,,2,9,1G05K04,Auto Approved,0.1667,"=""1000""",Planned,9.00
70913,1855785,piston,117.08,D,1,2,-1,0,,,,,,,1,23,1G05K03,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1855786,pin,84.18,D,-1,0,-1,0,,,,,,,1,0,1L01D06,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1855787,cover,156.17,D,2,4,2,4,,,,,,,10,6,1G05K02,Auto Approved,0.5800,"=""1000""",Planned,9.00
70913,1855788,gasket,88.15,D,0,3,0,4,,,,,,,70,23,1G04B05,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1856602,hose,97.56,D,-1,0,-1,0,,,,,,,1,0,1C12E01,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1856604,hose,279.30,D,0,1,0,1,,,,,,,3,1,1E01B01,Auto Approved,0.2468,"=""1000""",Planned,9.00
70913,1856607,hose,118.51,D,-1,0,-1,0,,,,,,,1,0,1C12E03,Auto Approved,0.2500,"=""1000""",Planned,9.00
70913,1856660,clock spring,856.13,D,0,1,1,2,,,,,,,7,2,1E02F06,Auto Approved,0.6193,"=""1000""",Planned,9.00
70913,1857051,injector,258.55,D,6,12,6,12,,,,,,,44,12,1L12F01,Auto Approved,3.1538,"=""1000""",Planned,9.00
70913,1857052,sleeve,270.17,D,-1,0,-1,0,,,,,,,0,0,1K08G02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1857115,spring clip,37.40,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1857665,lid,214.49,D,-1,0,-1,0,,,,,,,0,0,1E05A06,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1858147,intermed gear,"8,623.68",D,-1,0,-1,0,,,,,,,0,0,1A04E01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1858199,ropti lever,"2,014.20",D,-1,0,-1,0,,,,,,,0,0,1G10H06,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1858222,pipe,358.91,D,-1,0,-1,0,,,,,,,0,0,1L07A01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1858884,idler roller,596.67,D,0,1,0,1,,,,,,,5,2,1H09G03,Auto Approved,0.3973,"=""1000""",Planned,9.00
70913,1858885,idler roller,540.78,D,0,1,0,1,,,,,,,4,2,1L04C06,Auto Approved,0.3365,"=""1000""",Planned,9.00
70913,1859185,hydr pipe,334.42,D,-1,0,-1,0,,,,,,,0,1,1E02B05,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1859636,flange screw,35.77,D,-1,0,-1,0,,,,,,,0,46,1L03G02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1860496,hose,468.37,D,1,2,1,2,,,,,,,8,2,1E04B01,Auto Approved,0.5420,"=""1000""",Planned,9.00
70913,1860714,spring,50.94,D,-1,0,-1,0,,,,,,,1,2,1L01D05,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1860912,prefilter,394.18,D,-1,0,-1,0,,,,,,,0,0,1G10A06,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1861118,shock absorber,770.14,D,-1,0,-1,0,,,,,,,0,0,1F06K01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1861464,oil dipstick,564.01,D,-1,0,-1,0,,,,,,,1,0,1F11E05,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1861467,dipstick pipe,264.49,D,2,3,2,3,,,,,,,15,3,1F12A06,Auto Approved,1.3333,"=""1000""",Planned,9.00
70913,1862192,cover,29.15,D,-1,0,-1,0,,,,,,,0,0,1G03E04,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1862308,plug,20.35,D,-1,0,-1,0,,,,,,,1,0,1H01B03,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1862466,adapter,71.41,N,-1,0,-1,0,,,,,,,0,0,1F04C04,Auto Approved,0.0000,"=""1000""",Planned,0.00
70913,1862892,pressure sensor,"1,370.78",D,-1,0,0,1,-1,0,"Jul 31, 2025",4 - Change in demand,Approved,Baixo Giro No Estoque,4,0,1F09D03,Auto Approved,0.4369,"=""1000""",Planned,9.00
70913,1862894,pressure sensor,"2,677.96",D,0,1,0,1,,,,,,,5,1,1B03H05,Auto Approved,0.5128,"=""1000""",Planned,9.00
70913,1863303,gasket,211.03,D,3,5,3,5,,,,,,,20,5,1E05E01,Auto Approved,2.1282,"=""1000""",Planned,9.00
70913,1863831,V-clamp,221.79,D,-1,0,-1,0,,,,,,,0,0,1L06C03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1863832,V-clamp,232.48,D,-1,0,-1,0,,,,,,,1,2,1K07F01,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1864254,cable h,"3,086.33",D,-1,0,-1,0,,,,,,,0,0,1G01A01,Auto Approved,0.0000,"=""1000""",Discontinued,9.00
70913,1864620,wiper arm,670.84,D,-1,0,-1,0,,,,,,,0,0,1L02C06,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1865117,sleeve,365.49,D,-1,0,-1,0,,,,,,,6,0,1L05C06,Auto Approved,1.5000,"=""1000""",Planned,9.00
70913,1865181,bumper cover,"1,730.35",D,-1,0,-1,0,,,,,,,0,0,1B12A01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1865230,camshaft,"12,210.56",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1865259,contact housing,66.17,D,-1,0,-1,0,,,,,,,0,5,1B06B03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1865263,cable terminal,7.16,D,-1,0,-1,0,,,,,,,0,12,1B06G02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1865315,temp sensor,629.89,D,2,3,2,3,,,,,,,13,3,1F06H06,Auto Approved,1.2821,"=""1000""",Planned,9.00
70913,1865316,temp sensor,651.15,D,-1,0,-1,0,,,,,,,2,1,1K09D02,Auto Approved,0.2423,"=""1000""",Planned,9.00
70913,1865517,scraper strip,265.33,D,-1,0,-1,0,,,,,,,2,2,4A03A01,Auto Approved,0.1667,"=""1000""",Planned,9.00
70913,1865522,sealing strip,431.35,D,-1,0,-1,0,,,,,,,0,0,1H01L01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1865523,sealing strip,402.54,D,-1,0,-1,0,,,,,,,0,0,1H01L04,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1865584,cable h,"3,077.39",D,-1,0,-1,0,,,,,,,1,0,1B07E03,Auto Approved,0.1667,"=""1000""",Planned,9.00
70913,1865674,gasket,279.98,D,-1,0,-1,0,,,,,,,1,0,1L02A04,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1865675,gasket,420.40,D,-1,0,-1,0,,,,,,,2,0,1B02E01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1866050,mudg bracket,"1,242.91",D,-1,0,-1,0,,,,,,,0,0,1C06A01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1866051,mudg bracket,"1,229.94",D,-1,0,-1,0,,,,,,,0,0,AMZ-32,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1866129,shock absorber,"1,280.59",D,-1,0,-1,0,,,,,,,4,0,1B02K01,Auto Approved,0.3333,"=""1000""",Planned,9.00
70913,1866913,panel,273.22,D,-1,0,-1,0,,,,,,,1,0,1B05E01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1867373,sleeve,59.04,D,2,3,2,3,,,,,,,10,4,1L12G05,Auto Approved,0.7944,"=""1000""",Planned,9.00
70913,1867655,door lock,885.58,D,-1,0,-1,0,,,,,,,0,0,1F10E03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1867658,door lock,"1,001.37",D,-1,0,-1,0,,,,,,,0,0,1L10E01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1867659,door lock,892.24,D,-1,0,-1,0,,,,,,,0,0,1F05H02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1867698,rep kit,305.82,D,-1,0,-1,0,,,,,,,1,0,1B12E04,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1867792,connection,158.21,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1867874,shock absorber,756.32,D,-1,0,-1,0,,,,,,,2,0,1B01B01,Auto Approved,0.1667,"=""1000""",Planned,9.00
70913,1868357,oil collector,816.60,D,-1,0,-1,0,,,,,,,1,0,1E08H01,Auto Approved,0.3333,"=""1000""",Planned,9.00
70913,1869151,spring bolt,286.60,D,-1,0,-1,0,,,,,,,0,2,1B03F05,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1869413,draglink,"1,537.36",D,-1,0,-1,0,,,,,,,0,0,1D11K01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1869791,lock washer,63.48,D,-1,0,-1,0,,,,,,,0,0,1E12C03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1869854,cable h,451.45,D,-1,0,-1,0,,,,,,,1,0,1D09A04,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1869991,safety cartr,179.28,D,-1,0,-1,0,,,,,,,2,0,1D07A01,Auto Approved,0.1700,"=""1000""",Planned,9.00
70913,1869992,air filter cart,518.34,D,-1,0,-1,0,,,,,,,1,1,4A03A03,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1869993,air filter cart,476.11,D,4,6,4,6,,,,,,,79,6,4A03A05,Auto Approved,5.6667,"=""1000""",Planned,9.00
70913,1870001,air filter,"3,814.94",D,-1,0,-1,0,,,,,,,0,0,2K12H01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1870022,radiator,"1,029.05",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1870230,coolant pipe,452.57,D,-1,0,-1,0,,,,,,,0,0,1D11G03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1870595,mesh,491.94,D,-1,0,-1,0,,,,,,,0,0,1D09C02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1870639,lock washer,69.17,D,-1,0,-1,0,,,,,,,1,1,1B10C02,Auto Approved,0.2000,"=""1000""",Planned,9.00
70913,1870912,switch module,948.53,D,-1,0,-1,0,,,,,,,0,0,1L11D01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1870913,switch,"1,030.40",D,-1,0,-1,0,,,,,,,1,0,1L07H02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1871043,O-ring,35.52,D,2,3,2,3,,,,,,,5,3,1L07B02,Auto Approved,0.4775,"=""1000""",Planned,9.00
70913,1871840,switch,218.15,D,0,1,0,1,,,,,,,3,2,1L11K06,Auto Approved,0.1667,"=""1000""",Planned,9.00
70913,1872125,gasket,25.32,D,3,8,3,8,,,,,,,11,10,1F01K01,Auto Approved,0.8509,"=""1000""",Planned,9.00
70913,1872151,air filter cart,476.64,D,-1,0,-1,0,,,,,,,1,0,2K05H01,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1872152,air filter cart,508.75,D,0,1,0,1,,,,,,,3,2,1D06L01,Auto Approved,0.2654,"=""1000""",Planned,9.00
70913,1872153,safety cartr,242.51,D,-1,0,-1,0,,,,,,,0,3,1A02F01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1872160,shielding net,"1,772.32",D,-1,0,-1,0,,,,,,,0,0,AMZ-17,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1872567,latch clamp,90.30,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1873016,rep kit,182.64,D,-1,0,-1,0,,,,,,,1,3,4A03B05,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1873018,rep kit,132.23,D,18,30,20,34,,,,,,,196,56,4A03B02,Auto Approved,16.8112,"=""1000""",Planned,9.00
70913,1873183,hub nut,230.89,D,-1,0,-1,0,,,,,,,0,0,1L01D06,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1873215,bracket,190.36,D,-1,0,-1,0,,,,,,,0,0,1D05H02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1873216,bracket,190.23,D,-1,0,-1,0,,,,,,,0,0,1D09E04,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1873425,recirc shield,312.83,D,-1,0,-1,0,,,,,,,0,0,1F07B05,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1873698,hose assembly,"1,802.87",D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1874003,O-ring,121.98,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1874363,filler cap,393.14,D,1,2,1,2,,,,,,,4,2,1L07C01,Auto Approved,0.3850,"=""1000""",Planned,9.00
70913,1874926,hose,104.56,D,-1,0,-1,0,,,,,,,0,0,1F05L02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1875800,seal,406.18,C,1,2,1,2,,,,99 - Compulsory,Recommended,,6,2,1K11G01,Auto Approved,0.5380,"=""1000""",Planned,9.00
70913,1875831,holder,96.53,D,-1,0,-1,0,,,,,,,0,8,1H11F06,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1876630,hose,136.97,D,-1,0,-1,0,,,,,,,0,1,1F06F01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1876631,hose,228.72,D,1,2,1,2,,,,,,,4,2,1F01C06,Auto Approved,0.4640,"=""1000""",Planned,9.00
70913,187736,separatorinsert,9.81,D,-1,0,-1,0,,,,,,,0,8,1E02D03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1878539,clamp,19.23,D,-1,0,-1,0,,,,,,,0,0,1G03D01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1878891,hose assembly,369.29,D,0,1,0,1,,,,,,,3,1,1H11G06,Auto Approved,0.2750,"=""1000""",Planned,9.00
70913,1879274,trailer con mod,"4,708.45",D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1879275,pres contr EBS,"5,181.20",D,-1,0,-1,0,,,,,,,0,0,1C04D04,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1879484,gasket,55.32,D,1,2,1,2,,,,,,,3,3,1L09E03,Auto Approved,0.2975,"=""1000""",Planned,9.00
70913,1879504,straight union,95.35,D,3,6,3,6,,,,,,,20,4,1L12F04,Auto Approved,1.6362,"=""1000""",Planned,9.00
70913,1879540,joint cross,"1,060.85",D,0,1,0,1,,,,,,,5,2,1C01D01,Auto Approved,0.4595,"=""1000""",Planned,9.00
70913,1879541,joint cross,"1,028.66",D,-1,0,-1,0,,,,,,,0,3,1C06E01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1880365,mudguard clasp,386.40,D,-1,0,-1,0,,,,,,,0,0,1F05G01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1880379,bush,64.56,D,-1,0,-1,0,,,,,,,4,2,1H03K03,Auto Approved,0.3333,"=""1000""",Planned,9.00
70913,1881260,pressure sensor,"1,435.41",D,-1,0,-1,0,,,,,,,0,0,1E07B01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1881330,temp sensor,794.86,D,-1,0,-1,0,,,,,,,0,0,1C03E06,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1882576,filter kit,250.03,D,6,12,6,12,,,,,,,84,22,4A02B04,Auto Approved,6.4103,"=""1000""",Planned,9.00
70913,1883350,coupling cone,"1,687.02",D,-1,0,-1,0,,,,,,,2,0,1L09H04,Auto Approved,0.0000,"=""1000""",Discontinued,9.00
70913,1883363,latch cone,373.90,D,-1,0,-1,0,,,,,,,4,0,1H09K01,Auto Approved,0.0000,"=""1000""",Discontinued,9.00
70913,1883378,boot,412.50,D,-1,0,-1,0,,,,,,,1,0,1H12E06,Auto Approved,0.2000,"=""1000""",Planned,9.00
70913,1884225,pump,"10,238.30",D,0,1,0,1,,,,,,,7,2,1D02D02,Auto Approved,0.5879,"=""1000""",Planned,9.00
70913,1885165,loudspeaker,756.18,D,-1,0,-1,0,,,,,,,0,1,1E05A01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1885464,guide rail,590.00,D,-1,0,-1,0,,,,,,,0,0,ARMAZ28,Auto Approved,0.0000,"=""1000""",Discontinued,9.00
70913,1885583,sticker,25.94,D,-1,0,-1,0,,,,,,,0,1,1H09D05,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1885869,gasket,120.71,D,2,3,2,3,,,,,,,9,5,1L10D04,Auto Approved,0.9487,"=""1000""",Planned,9.00
70913,1886172,pipe assembly,"2,369.54",D,-1,0,-1,0,,,,,,,0,0,1D05E01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1886594,seal,64.08,D,2,4,2,4,,,,,,,9,11,1D06H03,Auto Approved,0.7971,"=""1000""",Planned,9.00
70913,1886663,gasket,312.71,D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1886714,lock nut,77.80,D,-1,0,-1,0,,,,,,,0,0,1L01G04,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1886819,hose,229.97,D,-1,0,-1,0,,,,,,,1,0,1L02D03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1887056,intake valve,398.22,D,-1,0,-1,0,,,,,,,0,0,1K11D06,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1887739,screw,38.89,D,-1,0,-1,0,,,,,,,1,0,1F06C04,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1888075,speed sensor,500.64,D,-1,0,-1,0,,,,,,,1,1,1L10H02,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1888468,poly-V-belt,554.88,D,1,2,1,2,,,,,,,8,2,1E06D03,Auto Approved,0.6667,"=""1000""",Planned,9.00
70913,1889068,bellows,840.31,D,-1,0,-1,0,,,,,,,1,0,1E01H06,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1889543,brake disc,"1,690.06",D,-1,0,-1,0,,,,,,,0,2,DEP3-01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1889795,valve block,"2,565.55",D,-1,0,-1,0,,,,,,,2,1,1C06B06,Auto Approved,0.2500,"=""1000""",Planned,9.00
70913,1889796,valve block,"3,034.48",D,-1,0,-1,0,,,,,,,1,0,1B08B03,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1889797,level sensor,443.01,D,3,4,3,4,,,,,,,37,3,1F06C05,Auto Approved,3.1060,"=""1000""",Planned,9.00
70913,1889798,pressure sensor,740.39,D,0,2,0,2,,,,,,,9,2,1G05L05,Auto Approved,0.9231,"=""1000""",Planned,9.00
70913,1890694,screw,45.44,D,-1,0,-1,0,,,,,,,0,0,1C11E01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1890854,cable terminal,14.35,D,-1,0,-1,0,,,,,,,0,1,1L11B01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1890855,cable terminal,16.87,D,-1,0,-1,0,,,,,,,0,2,1L07D06,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1891517,frame,"1,474.78",D,-1,0,-1,0,,,,,,,2,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1891558,O-ring,2.85,D,10,16,10,16,,,,,,,76,13,1L03H03,Auto Approved,6.3957,"=""1000""",Planned,9.00
70913,1891774,gasket,342.95,D,-1,0,-1,0,,,,,,,0,0,JG-002,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1892048,wheelsensor kit,"1,359.20",D,-1,0,-1,0,,,,,,,2,0,1H08H04,Auto Approved,0.1625,"=""1000""",Planned,9.00
70913,1892050,wheelsensor kit,"1,603.60",D,-1,0,-1,0,,,,,,,0,0,1F12E03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1892051,wheelsensor kit,"1,348.60",C,1,2,1,2,,,,99 - Compulsory,Recommended,,7,3,1F10G02,Auto Approved,0.6438,"=""1000""",Planned,9.00
70913,1892053,wheelsensor kit,"1,228.77",D,-1,0,-1,0,,,,,,,1,0,1F08G03,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1892062,wheelsensor kit,729.62,D,-1,0,-1,0,,,,,,,1,0,1H07D05,Auto Approved,0.0833,"=""1000""",Discontinued,9.00
70913,1892063,wheelsensor kit,657.59,D,-1,0,-1,0,,,,,,,0,0,1E05G02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1892785,cover,352.34,D,-1,0,-1,0,,,,,,,0,1,1C05F05,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1892896,bush,203.34,D,2,4,2,4,,,,,,,9,5,1F01C01,Auto Approved,0.8386,"=""1000""",Planned,9.00
70913,1893046,contact housing,106.20,D,-1,0,-1,0,,,,,,,0,0,1B06A04,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1893055,cyl head gasket,241.76,D,-1,0,-1,0,,,,,,,18,0,1E03E01,Auto Approved,1.4700,"=""1000""",Planned,9.00
70913,1893214,maintenance kit,186.69,D,11,17,12,19,,,,,,,125,12,4A03D06,Auto Approved,8.7601,"=""1000""",Planned,9.00
70913,1893294,cover,102.34,D,-1,0,-1,0,,,,,,,0,0,1K09C05,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1893977,hose,227.52,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1894016,plug,0.59,D,-1,0,-1,0,,,,,,,8,26,1L02K05,Auto Approved,0.6667,"=""1000""",Planned,9.00
70913,1894206,fan shroud,371.68,D,-1,0,-1,0,,,,,,,0,0,AMZ-30,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1894408,bush,26.17,D,7,21,7,21,,,,,,,42,19,1H09E01,Auto Approved,3.6398,"=""1000""",Planned,9.00
70913,1895269,rocker arm,390.81,D,-1,0,-1,0,,,,,,,0,0,1G02E04,Auto Approved,0.0000,"=""1000""",Discontinued,9.00
70913,1895271,shaft,953.32,D,-1,0,-1,0,,,,,,,0,0,1H12E03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1895493,seal,104.92,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1895575,heat exch cover,335.88,D,-1,0,-1,0,,,,,,,0,0,2L04H01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1896605,gasket,189.24,D,-1,0,-1,0,,,,,,,0,0,1B02K01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1896694,O-ring,18.58,D,4,14,4,14,,,,,,,10,8,1L10B03,Auto Approved,1.0595,"=""1000""",Planned,9.00
70913,1896752,coolant pump,"1,067.21",D,-1,0,-1,0,,,,,,,0,0,1F10A01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1898266,O-ring,6.51,D,-1,0,-1,0,,,,,,,0,0,NOT BINNED,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1898652,pressure sensor,"1,365.52",D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Auto Approved,0.2500,"=""1000""",Planned,9.00
70913,1899302,clevis pin,54.84,D,-1,0,-1,0,,,,,,,0,3,1K07H02,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1899632,bump stop,132.15,D,-1,0,-1,0,,,,,,,0,0,1L06F06,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1899843,switch,820.38,D,0,1,0,1,,,,,,,3,1,1H12F01,Auto Approved,0.3250,"=""1000""",Planned,9.00
70913,1900639,contrast tape,23.76,D,-1,0,-1,0,,,,,,,0,2,1G04D03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1900640,contrast tape,26.42,D,-1,0,-1,0,,,,,,,0,1,1G04D04,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1902355,lock,592.02,D,-1,0,-1,0,,,,,,,2,1,1C06C02,Auto Approved,0.2500,"=""1000""",Planned,9.00
70913,1902356,lock,592.02,D,-1,0,-1,0,,,,,,,2,1,1H12H06,Auto Approved,0.2500,"=""1000""",Planned,9.00
70913,1902444,charge cooler,"8,923.08",D,-1,0,-1,0,,,,,,,0,1,DEP3-20,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1903240,position sensor,"2,368.15",D,-1,0,-1,0,,,,,,,1,0,NOT BINNED,Auto Approved,0.2000,"=""1000""",Planned,9.00
70913,1903797,O-ring kit,562.33,D,-1,0,-1,0,,,,,,,2,0,1H12H04,Auto Approved,0.1625,"=""1000""",Planned,9.00
70913,1903798,O-ring kit,293.92,D,-1,0,-1,0,,,,,,,2,0,1G04L06,Auto Approved,0.1625,"=""1000""",Planned,9.00
70913,1904983,hose,373.44,D,-1,0,-1,0,,,,,,,1,0,1E08B06,Auto Approved,0.0833,"=""1000""",Planned,9.00
70913,1905137,bulb,128.77,D,0,2,2,4,,,,,,,8,7,1L12H01,Auto Approved,0.7592,"=""1000""",Planned,9.00
70913,1905302,gr ball bearing,71.96,D,0,4,0,4,,,,,,,14,10,1F02D01,Auto Approved,1.1821,"=""1000""",Planned,9.00
70913,1905699,bearing,432.30,D,2,4,2,4,,,,,,,22,5,1F07B06,Auto Approved,1.8139,"=""1000""",Planned,9.00
70913,1906590,vib insulator,"1,911.10",D,-1,0,-1,0,,,,,,,0,0,1D10G03,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1906779,rep kit,"1,227.21",D,-1,0,-1,0,,,,,,,0,1,1E05F01,Auto Approved,0.0000,"=""1000""",Planned,9.00
70913,1907845,sealing ring,287.63,D,0,1,0,1,,,,,,,3,1,1E04D01,Auto Approved,0.2750,"=""1000""",Planned,9.00
